id;género;edad;fecha_compra;factura;Bebida_favorita;horario;región;satisfacción
11706;M;52;20230403;38000;Cappuccino;20-22;Insular;4
11707;M;78;20220116;77000;Mocha Blanco Latte;18-20;Andina;4
11708;;18;20230101;65400;Café del día;18-20;Orinoquía;3
11709;F;24;20231024;39000;Americano;20-22;Caribe;3
11710;M;51;20220807;58000;Cappuccino;18-20;Orinoquía;5
11711;M;25;20240502;65000;Latte;14-16;Insular;2
11712;F;44;20240121;32000;Espresso Doble;18-20;Insular;5
11713;F;55;20240605;88000;Espresso Macchiato;10-12;Andina;4
11714;;18;20240502;65400;Latte;14-16;Andina;4
11715;F;34;20240106;50000;Mocha Latte;18-20;Andina;1
11716;M;71;20240425;45000;Mocha Blanco Latte;10-12;Caribe;1
11717;F;75;20240709;93000;Chocolate Blanco;16-18;Caribe;3
11718;M;58;20210613;60000;Latte Macchiato;16-18;Insular;2
11719;F;84;20221213;73000;Chocolate Blanco;16-18;Insular;4
11720;;18;20230929;65400;Chocolate Helado;12-14;Orinoquía;1
11721;F;69;20230923;32000;Espresso Macchiato;18-20;Andina;3
11722;M;59;20220503;79000;Espresso Macchiato;14-16;Orinoquía;5
11723;M;69;20240201;65000;Chocolate Helado;16-18;Andina;4
11724;F;83;20220616;109000;Mocha Latte;12-14;Andina;2
11725;;18;20220811;65400;Latte;18-20;Pacífica;4
11726;F;67;20221125;94000;Chocolate Caliente;20-22;Orinoquía;5
11727;F;59;20221209;72000;Flat White;20-22;Pacífica;5
11728;F;58;20220413;106000;Chocolate Blanco Helado;10-12;Andina;5
11729;F;32;20231206;42000;Mocha Blanco Latte;18-20;Pacífica;4
11730;F;46;20231122;52000;Latte Macchiato;18-20;Orinoquía;4
11731;M;25;20210226;59000;Cappuccino;20-22;Pacífica;3
11732;M;62;20220511;80000;Cappuccino;14-16;Caribe;3
11733;M;77;20211107;56000;Caramel Macchiato;12-14;Insular;2
11734;F;78;20240212;89000;Latte Macchiato;18-20;Andina;5
11735;M;55;20240311;118000;Mocha Blanco Latte;10-12;Insular;5
11736;M;51;20240310;43000;Espresso Sencillo;18-20;Orinoquía;5
11737;F;92;20230215;105000;Café del día;20-22;Orinoquía;1
11738;M;67;20231120;43000;Caramel Macchiato;16-18;Caribe;5
11739;F;71;20231101;99000;Flat White;20-22;Insular;5
11740;M;54;20240205;42000;Flat White;20-22;Pacífica;4
11741;;18;20231126;65400;Espresso Doble;16-18;Andina;5
11742;F;72;20220713;90000;Espresso Doble;20-22;Insular;2
11743;M;33;20221229;75000;Mocha Latte;12-14;Orinoquía;3
11744;M;24;20230110;59000;Café del día;16-18;Caribe;1
11745;;18;20240313;65400;Espresso Macchiato;12-14;Andina;1
11746;M;39;20230820;57000;Chocolate Blanco Helado;12-14;Pacífica;4
11747;;18;20230809;65400;Latte Macchiato;20-22;Orinoquía;5
11748;F;64;20240720;62000;Flat White;10-12;Insular;4
11749;M;43;20231026;48000;Americano;18-20;Caribe;5
11750;F;87;20230922;70000;Mocha Latte;14-16;Pacífica;5
11751;F;51;20230802;43000;Mocha Blanco Latte;20-22;Insular;2
11752;F;65;20230901;62000;Cappuccino;12-14;Pacífica;4
11753;M;84;20211001;70000;Espresso Macchiato;20-22;Andina;2
11754;M;51;20240430;75000;Chocolate Blanco;16-18;Orinoquía;3
11755;M;60;20220190;115000;Latte;18-20;Insular;2
11756;M;27;20240709;33000;Café del día;18-20;Andina;1
11757;M;77;20221217;37000;Espresso Sencillo;12-14;Insular;3
11758;M;23;20240321;38000;Latte;12-14;Caribe;3
11759;M;49;20220415;112000;Latte Macchiato;20-22;Caribe;2
11760;M;32;20221018;37000;Chocolate Blanco Helado;10-12;Orinoquía;5
11761;M;46;20230819;47000;Café del día;10-12;Pacífica;4
11762;F;56;20231001;73000;Espresso Macchiato;16-18;Insular;4
11763;M;65;20230924;82000;Chocolate Caliente;20-22;Pacífica;4
11764;M;45;20231014;51000;Arequipe Latte;10-12;Insular;5
11765;M;70;20191107;73000;Mocha Latte;20-22;Insular;1
11766;F;80;20240307;70000;Cappuccino;20-22;Pacífica;5
11767;M;56;20231106;35000;Cappuccino;16-18;Caribe;2
11768;M;40;20220506;61000;Mocha Blanco Latte;14-16;Orinoquía;3
11769;F;64;20231023;63000;Espresso Doble;14-16;Orinoquía;5
11770;M;51;20220807;73000;Espresso Sencillo;14-16;Caribe;4
11771;F;61;20220815;81000;Chocolate Blanco;20-22;Pacífica;1
11772;M;92;20240614;63000;Espresso Doble;14-16;Insular;5
11773;;18;20201111;65400;Mocha Blanco Latte;18-20;Orinoquía;5
11774;;18;20231122;65400;Cappuccino;14-16;Pacífica;1
11775;M;62;20240718;40000;Chocolate Helado;10-12;Andina;1
11776;M;39;20230901;46000;Cappuccino;18-20;Andina;5
11777;M;56;20221216;117000;Espresso Macchiato;18-20;Insular;3
11778;M;51;20240721;47000;Espresso Sencillo;18-20;Andina;4
11779;M;78;20240618;53000;Café del día;20-22;Pacífica;1
11780;M;62;20240107;96000;Latte;14-16;Pacífica;1
11781;F;49;20220207;101000;Arequipe Latte;18-20;Insular;3
11782;M;41;20240426;80000;Americano;14-16;Pacífica;5
11783;M;42;20231130;61000;Cappuccino;16-18;Orinoquía;5
11784;F;49;20230909;80000;Espresso Doble;12-14;Andina;1
11785;M;60;20230816;74000;Espresso Sencillo;12-14;Andina;1
11786;M;69;20211230;119000;Latte;16-18;Caribe;4
11787;M;55;20230508;100000;Espresso Macchiato;18-20;Insular;5
11788;M;50;20230930;47000;Caramel Macchiato;10-12;Insular;2
11789;M;21;20220628;38000;Chocolate Blanco Helado;10-12;Caribe;1
11790;;18;20220619;65400;Mocha Blanco Latte;20-22;Andina;2
11791;M;31;20240209;42000;Latte;18-20;Andina;4
11792;M;41;20240618;50000;Chocolate Helado;10-12;Andina;3
11793;M;77;20230504;31000;Espresso Doble;18-20;Insular;1
11794;F;48;20230627;72000;Arequipe Latte;16-18;Pacífica;3
11795;M;34;20240331;36000;Flat White;18-20;Orinoquía;4
11796;F;26;20231026;41000;Latte Macchiato;20-22;Caribe;2
11797;M;21;20200501;42000;Espresso Macchiato;12-14;Andina;4
11798;F;37;20240223;52000;Cappuccino;10-12;Caribe;3
11799;M;51;20240407;37000;Cappuccino;16-18;Andina;4
11800;M;63;20220220;50000;Americano;18-20;Orinoquía;4
11801;M;45;20230604;56000;Flat White;14-16;Pacífica;3
11802;F;86;20230604;96000;Chocolate Helado;16-18;Insular;3
11803;M;32;20240711;74000;Chocolate Helado;12-14;Andina;3
11804;M;60;20230424;71000;Mocha Blanco Latte;18-20;Andina;5
11805;M;66;20231119;86000;Caramel Macchiato;14-16;Caribe;2
11806;M;46;20230321;38000;Chocolate Blanco Helado;16-18;Orinoquía;1
11807;;18;20231206;65400;Espresso Doble;16-18;Andina;1
11808;F;57;20220115;86000;Espresso Sencillo;20-22;Caribe;4
11809;M;29;20231113;54000;Latte;10-12;Caribe;4
11810;F;63;20231206;72000;Cappuccino;18-20;Insular;3
11811;F;95;20231007;90000;Mocha Blanco Latte;10-12;Andina;5
11812;M;23;20230916;41000;Espresso Sencillo;18-20;Pacífica;4
11813;M;54;20220821;91000;Espresso Sencillo;18-20;Insular;4
11814;F;79;20231015;78000;Americano;12-14;Pacífica;3
11815;F;45;20240108;51000;Mocha Latte;10-12;Insular;5
11816;F;50;20240113;71000;Latte;16-18;Andina;3
11817;F;69;20231104;79000;Chocolate Caliente;16-18;Orinoquía;5
11818;F;75;20240704;105000;Chocolate Caliente;20-22;Andina;2
11819;M;53;20240202;58000;Mocha Blanco Latte;14-16;Orinoquía;4
11820;F;61;20220501;87000;Latte;16-18;Insular;5
11821;M;58;20191021;53000;Latte;16-18;Caribe;3
11822;F;53;20220430;108000;Chocolate Helado;12-14;Andina;4
11823;F;70;20240405;59000;Chocolate Helado;12-14;Caribe;2
11824;M;61;20240403;54000;Mocha Latte;10-12;Caribe;5
11825;M;45;20231208;40000;Espresso Macchiato;10-12;Caribe;4
11826;F;71;20240104;77000;Mocha Blanco Latte;12-14;Andina;2
11827;M;71;20240510;43000;Caramel Macchiato;10-12;Pacífica;4
11828;M;54;20220323;54000;Espresso Macchiato;12-14;Andina;4
11829;;18;20231023;65400;Chocolate Blanco;12-14;Andina;3
11830;M;70;20240430;37000;Mocha Blanco Latte;12-14;Orinoquía;2
11831;M;61;20240127;66000;Americano;18-20;Pacífica;3
11832;F;57;20220217;56000;Espresso Doble;16-18;Caribe;5
11833;M;78;20230501;74000;Espresso Macchiato;18-20;Orinoquía;5
11834;F;71;20230131;58000;Cappuccino;10-12;Andina;2
11835;;18;20230426;65400;Espresso Sencillo;14-16;Caribe;1
11836;F;74;20240412;89000;Chocolate Caliente;12-14;Pacífica;1
11837;F;76;20220526;80000;Cappuccino;18-20;Andina;5
11838;M;34;20230413;37000;Arequipe Latte;18-20;Caribe;2
11839;F;49;20221006;67000;Chocolate Blanco Helado;16-18;Andina;2
11840;F;67;20240218;50000;Chocolate Caliente;14-16;Insular;5
11841;F;69;20240724;97000;Caramel Macchiato;18-20;Pacífica;4
11842;F;58;20240622;33000;Chocolate Caliente;12-14;Orinoquía;5
11843;F;68;20211103;96000;Cappuccino;14-16;Orinoquía;4
11844;F;53;20230724;112000;Café del día;18-20;Andina;2
11845;F;25;20220312;52000;Mocha Blanco Latte;16-18;Insular;3
11846;F;50;20220609;106000;Latte Macchiato;18-20;Andina;2
11847;M;39;20240314;34000;Americano;14-16;Pacífica;3
11848;F;81;20231229;72000;Café del día;16-18;Orinoquía;3
11849;M;55;20211115;97000;Chocolate Blanco Helado;16-18;Pacífica;4
11850;M;66;20231125;30000;Arequipe Latte;10-12;Andina;4
11851;F;55;20231027;100000;Arequipe Latte;12-14;Insular;2
11852;M;41;20240527;52000;Americano;16-18;Insular;3
11853;M;62;20220519;77000;Chocolate Blanco;14-16;Pacífica;3
11854;M;49;20230819;85000;Espresso Macchiato;12-14;Orinoquía;5
11855;F;58;20230304;77000;Espresso Doble;12-14;Orinoquía;2
11856;F;46;20211209;68000;Mocha Latte;20-22;Andina;2
11857;M;67;20230529;91000;Arequipe Latte;14-16;Pacífica;5
11858;M;33;20220517;64000;Chocolate Blanco;20-22;Insular;2
11859;F;42;20221006;80000;Chocolate Caliente;20-22;Insular;2
11860;;18;20231104;65400;Arequipe Latte;14-16;Insular;4
11861;M;79;20200704;34000;Espresso Sencillo;10-12;Caribe;1
11862;F;56;20211217;76000;Espresso Sencillo;18-20;Caribe;5
11863;M;28;20231015;49000;Cappuccino;12-14;Insular;1
11864;M;45;20230826;89000;Arequipe Latte;14-16;Andina;3
11865;F;53;20220213;109000;Café del día;14-16;Caribe;2
11866;M;57;20220304;66000;Café del día;12-14;Andina;3
11867;M;58;20210126;47000;Flat White;20-22;Insular;2
11868;F;70;20230519;107000;Latte Macchiato;12-14;Pacífica;3
11869;M;54;20220430;77000;Flat White;20-22;Pacífica;5
11870;M;28;20230131;70000;Flat White;16-18;Insular;1
11871;M;43;20211212;85000;Arequipe Latte;14-16;Andina;1
11872;M;19;20190824;73000;Americano;12-14;Insular;4
11873;M;51;20210723;68000;Mocha Latte;18-20;Caribe;5
11874;;18;20230226;65400;Latte Macchiato;16-18;Orinoquía;4
11875;;18;20240323;65400;Americano;20-22;Caribe;4
11876;M;35;20231207;72000;Caramel Macchiato;16-18;Orinoquía;1
11877;F;61;20220316;90000;Espresso Macchiato;20-22;Andina;3
11878;M;45;20220528;84000;Espresso Macchiato;18-20;Caribe;1
11879;F;40;20210118;54000;Chocolate Caliente;12-14;Andina;5
11880;F;19;20240609;61000;Latte Macchiato;10-12;Orinoquía;4
11881;M;32;20231124;40000;Flat White;16-18;Insular;5
11882;M;56;20231211;64000;Chocolate Helado;12-14;Insular;2
11883;F;63;20240427;63000;Chocolate Helado;20-22;Caribe;5
11884;M;81;20231025;40000;Espresso Doble;10-12;Andina;2
11885;F;28;20240703;73000;Espresso Macchiato;14-16;Andina;4
11886;M;56;20200519;90000;Espresso Macchiato;16-18;Pacífica;4
11887;M;36;20221026;61000;Espresso Macchiato;16-18;Pacífica;4
11888;M;45;20240125;88000;Latte Macchiato;16-18;Caribe;4
11889;F;62;20230821;51000;Espresso Doble;10-12;Orinoquía;4
11890;;18;20230312;65400;Caramel Macchiato;14-16;Pacífica;4
11891;;18;20230908;65400;Café del día;20-22;Insular;1
11892;F;49;20230527;62000;Cappuccino;14-16;Insular;4
11893;M;41;20230822;81000;Mocha Blanco Latte;20-22;Pacífica;2
11894;F;58;20221217;116000;Chocolate Helado;12-14;Pacífica;5
11895;;18;20220105;65400;Latte;14-16;Caribe;5
11896;F;79;20240328;88000;Espresso Sencillo;14-16;Pacífica;5
11897;M;93;20231017;52000;Flat White;12-14;Insular;2
11898;F;68;20211223;82000;Mocha Latte;10-12;Orinoquía;5
11899;F;50;20220328;97000;Chocolate Blanco Helado;20-22;Orinoquía;1
11900;M;49;20230806;50000;Chocolate Helado;12-14;Andina;5
11901;F;68;20221016;104000;Americano;20-22;Orinoquía;2
11902;;18;20231002;65400;Flat White;12-14;Insular;1
11903;F;58;20221020;78000;Espresso Macchiato;14-16;Insular;1
11904;F;54;20230415;53000;Café del día;10-12;Orinoquía;1
11905;F;76;20230507;99000;Latte Macchiato;10-12;Orinoquía;4
11906;;18;20230223;65400;Caramel Macchiato;16-18;Caribe;1
11907;M;22;20240211;31000;Mocha Blanco Latte;18-20;Orinoquía;5
11908;;18;20210910;65400;Latte Macchiato;10-12;Pacífica;4
11909;M;62;20210319;75000;Chocolate Blanco Helado;14-16;Andina;2
11910;M;43;20240713;38000;Chocolate Blanco;14-16;Caribe;4
11911;F;49;20240618;95000;Cappuccino;18-20;Insular;3
11912;F;50;20231212;75000;Arequipe Latte;14-16;Andina;1
11913;M;71;20220212;66000;Mocha Blanco Latte;12-14;Andina;5
11914;M;60;20240317;46000;Latte Macchiato;18-20;Andina;4
11915;M;79;20220511;33000;Latte Macchiato;16-18;Orinoquía;5
11916;M;24;20200710;54000;Espresso Doble;12-14;Pacífica;5
11917;F;52;20230517;53000;Americano;12-14;Orinoquía;4
11918;F;20;20220824;30000;Arequipe Latte;20-22;Caribe;2
11919;O;25;20240201;32000;Chocolate Helado;16-18;Insular;3
11920;;18;20230305;65400;Latte;12-14;Pacífica;3
11921;M;19;20240126;37000;Latte;14-16;Pacífica;4
11922;F;78;20230910;30000;Café del día;16-18;Insular;1
11923;;18;20240303;65400;Espresso Doble;18-20;Caribe;4
11924;M;66;20200303;82000;Arequipe Latte;18-20;Pacífica;3
11925;M;46;20231004;65000;Flat White;18-20;Andina;4
11926;M;46;20220929;55000;Cappuccino;10-12;Pacífica;2
11927;F;64;20230611;111000;Chocolate Blanco Helado;18-20;Insular;3
11928;F;31;20211104;38000;Chocolate Helado;12-14;Caribe;2
11929;M;69;20201201;39000;Mocha Blanco Latte;18-20;Insular;3
11930;;18;20240528;65400;Chocolate Caliente;12-14;Caribe;3
11931;F;46;20230819;100000;Espresso Macchiato;16-18;Caribe;2
11932;;18;20240115;65400;Mocha Blanco Latte;18-20;Andina;2
11933;M;72;20220621;71000;Chocolate Helado;12-14;Orinoquía;2
11934;M;70;20231108;47000;Café del día;18-20;Caribe;5
11935;F;45;20230127;62000;Flat White;20-22;Insular;2
11936;M;60;20240210;49000;Chocolate Helado;20-22;Caribe;1
11937;F;54;20231125;62000;Espresso Sencillo;16-18;Caribe;2
11938;M;60;20240109;64000;Americano;14-16;Caribe;4
11939;F;75;20221003;58000;Chocolate Blanco;16-18;Pacífica;3
11940;M;23;20230321;56000;Caramel Macchiato;20-22;Pacífica;3
11941;F;68;20240724;54000;Chocolate Helado;18-20;Caribe;2
11942;F;19;20220909;60000;Chocolate Caliente;18-20;Pacífica;1
11943;M;68;20240128;79000;Chocolate Caliente;12-14;Orinoquía;1
11944;M;33;20230126;63000;Espresso Doble;20-22;Orinoquía;5
11945;;18;20240208;65400;Mocha Latte;18-20;Insular;3
11946;M;55;20240512;92000;Mocha Latte;16-18;Andina;3
11947;F;75;20231005;82000;Chocolate Helado;20-22;Caribe;1
11948;M;20;20210822;58000;Espresso Macchiato;16-18;Insular;5
11949;;18;20220625;65400;Espresso Doble;20-22;Andina;3
11950;M;49;20240331;61000;Chocolate Helado;10-12;Orinoquía;5
11951;M;72;20231101;71000;Espresso Sencillo;20-22;Andina;5
11952;F;35;20240531;65000;Chocolate Blanco Helado;12-14;Pacífica;5
11953;M;53;20220425;97000;Latte;14-16;Insular;4
11954;F;72;20210817;75000;Mocha Blanco Latte;18-20;Orinoquía;3
11955;F;60;20230803;35000;Latte Macchiato;10-12;Caribe;1
11956;M;38;20230912;73000;Chocolate Blanco;16-18;Orinoquía;1
11957;M;76;20220906;115000;Chocolate Caliente;10-12;Andina;3
11958;M;22;20240102;72000;Latte;20-22;Orinoquía;2
11959;F;55;20230701;75000;Chocolate Blanco;14-16;Orinoquía;2
11960;F;69;20230406;109000;Espresso Doble;16-18;Orinoquía;2
11961;;18;20230621;65400;Café del día;20-22;Caribe;4
11962;M;58;20221230;95000;Latte Macchiato;10-12;Andina;2
11963;M;55;20240709;43000;Chocolate Caliente;20-22;Andina;3
11964;M;35;20231022;40000;Espresso Macchiato;16-18;Caribe;1
11965;M;31;20240714;43000;Caramel Macchiato;14-16;Insular;3
11966;M;66;20220328;35000;Arequipe Latte;10-12;Insular;5
11967;;18;20211006;65400;Mocha Blanco Latte;10-12;Andina;3
11968;F;68;20220808;69000;Chocolate Blanco Helado;20-22;Insular;4
11969;F;42;20240324;96000;Americano;18-20;Caribe;1
11970;M;23;20231013;48000;Latte Macchiato;18-20;Andina;2
11971;F;42;20230912;50000;Flat White;16-18;Insular;1
11972;;18;20220813;65400;Latte;18-20;Insular;1
11973;F;74;20211211;79000;Latte;16-18;Insular;1
11974;F;54;20220612;48000;Chocolate Caliente;12-14;Pacífica;2
11975;M;68;20240621;80000;Espresso Doble;10-12;Orinoquía;1
11976;M;70;20231217;111000;Mocha Blanco Latte;18-20;Insular;4
11977;F;77;20230208;71000;Mocha Blanco Latte;20-22;Insular;5
11978;M;51;20220415;48000;Mocha Latte;12-14;Orinoquía;2
11979;;18;20230226;65400;Chocolate Blanco Helado;16-18;Insular;1
11980;M;52;20211108;73000;Espresso Doble;18-20;Caribe;1
11981;F;39;20221213;32000;Espresso Doble;12-14;Insular;5
11982;M;45;20221118;45000;Mocha Blanco Latte;16-18;Pacífica;3
11983;;18;20240504;65400;Mocha Blanco Latte;10-12;Caribe;1
11984;F;57;20220527;64000;Latte Macchiato;16-18;Pacífica;3
11985;F;47;20240326;79000;Chocolate Helado;12-14;Pacífica;2
11986;M;70;20230830;41000;Café del día;16-18;Insular;3
11987;M;56;20240219;52000;Chocolate Blanco Helado;18-20;Insular;2
11988;M;45;20220623;32000;Latte Macchiato;12-14;Caribe;5
11989;F;57;20220827;32000;Latte Macchiato;12-14;Andina;5
11990;F;41;20230801;68000;Americano;10-12;Pacífica;4
11991;M;47;20230507;77000;Chocolate Caliente;14-16;Orinoquía;2
11992;F;23;20220403;54000;Mocha Blanco Latte;10-12;Caribe;3
11993;F;80;20230930;79000;Arequipe Latte;20-22;Orinoquía;5
11994;F;85;20231209;77000;Cappuccino;10-12;Andina;5
11995;F;56;20240130;77000;Mocha Blanco Latte;20-22;Andina;2
11996;M;50;20231028;67000;Mocha Blanco Latte;12-14;Pacífica;1
11997;M;71;20230227;88000;Flat White;10-12;Insular;3
11998;M;55;20230327;64000;Espresso Macchiato;20-22;Caribe;5
11999;M;61;20230505;39000;Chocolate Caliente;20-22;Pacífica;1
12000;;18;20230223;65400;Café del día;18-20;Insular;4
12001;M;46;20230425;81000;Caramel Macchiato;20-22;Insular;5
12002;M;68;20210210;70000;Chocolate Blanco Helado;10-12;Andina;2
12003;;18;20211012;65400;Chocolate Helado;20-22;Orinoquía;4
12004;F;73;20240213;94000;Espresso Sencillo;10-12;Caribe;1
12005;F;84;20221006;97000;Café del día;20-22;Pacífica;4
12006;M;54;20240506;78000;Latte Macchiato;16-18;Andina;3
12007;M;72;20230701;50000;Mocha Blanco Latte;10-12;Caribe;4
12008;F;32;20240203;74000;Café del día;18-20;Insular;3
12009;M;46;20220406;41000;Chocolate Caliente;14-16;Caribe;4
12010;F;61;20240224;52000;Caramel Macchiato;18-20;Andina;3
12011;M;55;20220707;44000;Latte Macchiato;16-18;Andina;4
12012;F;71;20230529;95000;Café del día;12-14;Insular;3
12013;M;26;20231112;32000;Americano;12-14;Andina;1
12014;M;21;20220213;73000;Espresso Sencillo;14-16;Insular;1
12015;F;24;20191013;42000;Mocha Latte;14-16;Orinoquía;2
12016;M;19;20240208;45000;Espresso Doble;16-18;Pacífica;4
12017;M;44;20240531;71000;Americano;14-16;Pacífica;4
12018;M;57;20230415;80000;Chocolate Helado;12-14;Andina;1
12019;M;30;20191107;32000;Espresso Macchiato;12-14;Orinoquía;2
12020;M;41;20210816;60000;Espresso Doble;10-12;Andina;3
12021;;18;20210815;65400;Mocha Latte;16-18;Caribe;5
12022;;18;20230928;65400;Chocolate Helado;18-20;Caribe;5
12023;F;65;20220524;116000;Espresso Sencillo;14-16;Andina;2
12024;;18;20220111;65400;Latte;20-22;Orinoquía;4
12025;F;52;20221003;66000;Espresso Doble;16-18;Andina;1
12026;F;63;20191005;100000;Espresso Doble;18-20;Caribe;4
12027;M;64;20211224;89000;Espresso Macchiato;20-22;Caribe;1
12028;;18;20230906;65400;Café del día;14-16;Orinoquía;3
12029;M;73;20211220;80000;Chocolate Helado;20-22;Pacífica;4
12030;;18;20211226;65400;Latte Macchiato;16-18;Orinoquía;3
12031;F;73;20240426;56000;Café del día;14-16;Andina;2
12032;F;62;20221223;56000;Flat White;10-12;Andina;4
12033;M;52;20210718;71000;Chocolate Blanco Helado;20-22;Orinoquía;2
12034;F;64;20240118;112000;Espresso Doble;10-12;Orinoquía;1
12035;M;73;20231014;63000;Flat White;20-22;Pacífica;5
12036;F;82;20230914;88000;Flat White;14-16;Orinoquía;5
12037;F;80;20220207;95000;Espresso Sencillo;14-16;Andina;1
12038;M;49;20220418;32000;Americano;20-22;Orinoquía;2
12039;F;43;20231208;68000;Café del día;12-14;Orinoquía;3
12040;M;42;20231130;48000;Flat White;18-20;Caribe;3
12041;M;54;20240317;83000;Mocha Latte;14-16;Andina;4
12042;M;33;20240317;37000;Flat White;10-12;Orinoquía;1
12043;M;33;20240310;39000;Chocolate Blanco Helado;16-18;Pacífica;2
12044;M;79;20221005;77000;Americano;14-16;Caribe;3
12045;F;43;20220719;95000;Espresso Doble;10-12;Insular;1
12046;F;64;20240529;59000;Chocolate Helado;16-18;Orinoquía;3
12047;F;61;20230428;34000;Chocolate Caliente;16-18;Andina;4
12048;F;48;20240212;79000;Café del día;20-22;Orinoquía;2
12049;M;67;20240402;52000;Mocha Blanco Latte;14-16;Caribe;2
12050;F;45;20240709;47000;Espresso Macchiato;10-12;Orinoquía;2
12051;M;71;20231013;67000;Chocolate Blanco;18-20;Insular;5
12052;M;60;20240204;74000;Arequipe Latte;10-12;Pacífica;5
12053;M;89;20220509;52000;Chocolate Caliente;10-12;Caribe;1
12054;F;71;20220705;34000;Latte;10-12;Andina;4
12055;F;73;20230930;71000;Café del día;16-18;Caribe;5
12056;M;62;20191017;58000;Cappuccino;12-14;Pacífica;1
12057;M;18;20231208;51000;Chocolate Blanco;20-22;Orinoquía;4
12058;M;38;20230827;66000;Caramel Macchiato;18-20;Insular;3
12059;;18;20231229;65400;Espresso Sencillo;10-12;Orinoquía;5
12060;M;51;20220314;84000;Mocha Blanco Latte;16-18;Caribe;3
12061;F;62;20231128;66000;Espresso Doble;18-20;Insular;5
12062;;18;20231107;65400;Caramel Macchiato;20-22;Pacífica;3
12063;;18;20231002;65400;Mocha Blanco Latte;16-18;Insular;5
12064;F;77;20230807;58000;Cappuccino;20-22;Pacífica;3
12065;M;24;20220622;57000;Americano;14-16;Pacífica;3
12066;F;87;20240717;77000;Arequipe Latte;10-12;Andina;5
12067;F;56;20231210;55000;Espresso Doble;14-16;Pacífica;3
12068;F;32;20220703;36000;Chocolate Blanco;12-14;Orinoquía;5
12069;M;58;20230720;104000;Chocolate Caliente;16-18;Pacífica;1
12070;M;27;20220119;51000;Americano;16-18;Andina;2
12071;M;44;20230925;67000;Chocolate Helado;16-18;Caribe;1
12072;M;24;20240117;57000;Flat White;16-18;Orinoquía;1
12073;M;23;20230112;40000;Mocha Blanco Latte;10-12;Insular;3
12074;F;42;20231225;52000;Espresso Sencillo;12-14;Caribe;4
12075;M;63;20230618;41000;Café del día;20-22;Pacífica;5
12076;M;53;20240329;50000;Mocha Latte;10-12;Insular;1
12077;F;92;20240615;61000;Latte Macchiato;14-16;Orinoquía;2
12078;M;64;20230919;52000;Espresso Macchiato;10-12;Insular;2
12079;M;51;20230103;78000;Latte Macchiato;10-12;Insular;5
12080;M;66;20221105;55000;Arequipe Latte;18-20;Andina;2
12081;F;71;20220729;75000;Café del día;16-18;Andina;5
12082;F;78;20220407;51000;Chocolate Helado;10-12;Orinoquía;5
12083;M;54;20230901;55000;Americano;14-16;Caribe;1
12084;M;60;20230923;35000;Mocha Blanco Latte;10-12;Pacífica;5
12085;F;42;20240312;45000;Chocolate Blanco;12-14;Andina;1
12086;F;52;20220725;84000;Latte Macchiato;18-20;Orinoquía;4
12087;M;54;20230115;76000;Chocolate Blanco;10-12;Pacífica;5
12088;M;44;20220501;73000;Latte;14-16;Insular;2
12089;;18;20220730;65400;Espresso Doble;12-14;Pacífica;5
12090;M;66;20240109;44000;Espresso Macchiato;14-16;Pacífica;4
12091;M;57;20230901;86000;Chocolate Blanco;16-18;Caribe;5
12092;F;50;20231125;36000;Caramel Macchiato;16-18;Caribe;5
12093;M;79;20240406;89000;Flat White;18-20;Orinoquía;3
12094;F;62;20231120;87000;Chocolate Caliente;14-16;Orinoquía;5
12095;M;28;20231020;44000;Flat White;16-18;Orinoquía;3
12096;M;30;20230912;68000;Americano;16-18;Pacífica;1
12097;F;55;20220314;119000;Latte Macchiato;18-20;Caribe;3
12098;M;53;20240211;81000;Mocha Latte;20-22;Insular;5
12099;M;77;20220127;84000;Latte Macchiato;16-18;Andina;4
12100;F;36;20230121;52000;Chocolate Blanco;12-14;Insular;4
12101;M;51;20240425;79000;Latte;12-14;Caribe;2
12102;F;55;20240726;65000;Cappuccino;10-12;Pacífica;2
12103;F;45;20210226;87000;Mocha Blanco Latte;16-18;Orinoquía;2
12104;M;75;20231017;48000;Latte Macchiato;16-18;Orinoquía;4
12105;M;61;20240220;52000;Espresso Doble;14-16;Andina;5
12106;F;35;20230908;52000;Arequipe Latte;20-22;Orinoquía;1
12107;M;29;20240111;65000;Chocolate Blanco;12-14;Andina;3
12108;M;73;20240531;87000;Chocolate Helado;10-12;Caribe;1
12109;M;52;20230302;103000;Café del día;20-22;Insular;5
12110;F;68;20211124;59000;Espresso Doble;16-18;Orinoquía;3
12111;F;58;20230423;111000;Chocolate Caliente;20-22;Orinoquía;1
12112;;18;20240207;65400;Latte Macchiato;14-16;Caribe;3
12113;F;58;20190916;57000;Café del día;12-14;Pacífica;4
12114;M;20;20240411;42000;Cappuccino;12-14;Pacífica;5
12115;F;75;20230907;98000;Americano;16-18;Andina;4
12116;M;51;20200812;36000;Chocolate Helado;10-12;Caribe;1
12117;F;45;20230416;56000;Espresso Sencillo;18-20;Orinoquía;1
12118;M;25;20230911;73000;Flat White;18-20;Pacífica;1
12119;M;28;20240223;65000;Espresso Macchiato;18-20;Pacífica;3
12120;F;72;20230923;77000;Chocolate Helado;12-14;Insular;3
12121;F;41;20230703;44000;Mocha Blanco Latte;18-20;Insular;1
12122;M;56;20220416;90000;Latte;12-14;Orinoquía;5
